_id,premium ship amount
1011166381,11
1011167256,0
1011167488,9
1011168291,5
1011168368,77
1011168440,1
1011168671,4
1011168984,38
1011169245,55
1011170422,3
1011170523,1
1011171138,8
1011172910,3
1011173085,3
1011174733,29
1011175159,10
1011175750,36
1011175952,5
1011177163,29
1011177249,8
1011177869,10
1011177919,2
1011178520,12
1011179108,8
1011179116,34
1011179510,21
1011179669,8
1011180062,36
1011182063,7
1011182143,6
1011182185,14
1011183906,11
1011183928,2
1011183978,20
1011184179,13
1011185523,46
1011185950,8
1011186019,0
1011187463,27
1011187597,18
1011188976,3
1011191448,18
1011192934,4
1011194675,55
1011194713,19
1011194919,9
1011195820,11
1011195825,9
1011196022,27
1011196081,1
1011196530,11
1011196542,7
1011196898,5
1011197105,13
1011197526,3
1011197827,18
1011198109,28
1011198255,1
1011198288,25
1011199472,54
1011201041,22
1011201094,85
1011201639,1
1011201915,4
1011202421,11
1011202859,12
1011205925,6
1011207032,21
1011207176,16
1011207238,1
1011207606,3
1011208849,2
1011208945,8
1011209215,15
1011209873,3
1011211446,29
1011211748,15
1011211939,9
1011212748,33
1011213121,12
1011213618,43
1011213660,42
1011213907,34
1011214359,32
1011214448,22
1011215781,12
1011215796,0
1011216086,10
1011216620,39
1011218782,0
1011219681,2
1011219827,11
1011220902,39
1011222260,47
1011222275,32
1011222630,3
1011224339,6
1011225083,7
1011226079,33
1011226602,70
1011227383,15
1011228024,9
1011228178,27
1011228244,1
1011228707,4
1011229565,15
1011230102,9
1011230137,24
1011230842,55
1011231201,27
1011232055,21
1011232143,4
1011232154,70
1011232797,11
1011233288,3
1011233579,25
1011233840,2
1011234663,21
1011235153,21
1011235495,29
1011235668,0
1011236846,8
1011238738,11
1011239118,26
1011239308,13
1011240328,74
1011240556,3
1011240562,37
1011241148,34
1011241595,38
1011241739,21
1011241998,10
1011242105,9
1011242885,1
1011243342,1
1011243524,1
1011243706,25
1011243762,36
1011245152,23
1011246009,2
1011246149,2
1011246632,104
1011246775,95
1011246841,15
1011248905,33
1011249197,10
1011249612,14
1011250279,40
1011250361,5
1011250588,27
1011250791,1
1011251200,64
1011252981,8
1011253321,16
1011253668,3
1011254369,27
1011254636,0
1011254925,4
1011255046,0
1011255265,24
1011255410,37
1011255771,1
1011256081,9
1011256143,5
1011256686,7
1011257652,18
1011258276,30
1011259349,1
1011260426,26
1011261094,5
1011261238,1
1011261701,5
1011262474,12
1011263595,27
1011263668,12
1011263680,7
1011265423,9
1011265474,38
1011266064,20
1011267051,4
1011269776,7
1011269864,27
1011270209,1
1011270775,15
1011271207,1
1011271565,27
1011271653,0
1011272034,6
1011272172,34
1011272780,54
1011273324,28
1011273717,18
1011273890,23
1011273941,9
1011274232,29
1011274234,33
1011274256,45
1011274258,13
1011274441,11
1011274611,10
1011275047,4
1011275264,14
1011275343,9
1011275507,0
1011276508,4
1011276835,6
1011278999,26
1011280478,0
1011280645,24
1011280762,5
1011280779,13
1011282557,11
1011282602,37
1011282913,12
1011283026,9
1011283393,17
1011284357,6
1011286069,1
1011286966,6
1011287521,2
1011289379,2
1011289586,9
1011289763,38
1011290509,8
1011291484,1
1011291779,1
1011292454,27
1011292535,14
1011293560,1
1011293687,8
1011294807,8
1011295424,15
1011296277,8
1011297688,7
1011297816,7
1011297899,98
1011298281,6
1011299432,23
1011300844,0
1011300879,9
1011300952,4
1011302418,2
1011303166,41
1011303379,29
1011304600,11
1011304623,3
1011305999,11
1011307199,1
1011307467,22
1011308008,14
1011308878,4
1011308888,34
1011310627,15
1011311292,17
1011313791,8
1011313891,1
1011314304,0
1011314499,2
1011314910,0
1011315239,16
1011315857,37
1011315971,0
1011315975,24
1011316012,9
1011316018,6
1011317098,13
1011317252,19
1011317407,11
1011317642,28
1011317746,7
1011317750,3
1011317762,1
1011318170,7
1011318233,19
1011318345,9
1011318960,44
1011319013,2
1011319327,7
1011320189,6
1011320640,3
1011322531,33
1011323056,10
1011324212,8
1011324484,9
1011325992,4
1011326573,10
1011327288,54
1011327990,1
1011328251,14
1011328308,17
1011328698,4
1011329155,3
1011329404,21
1011330292,61
1011331420,18
1011332173,10
1011332670,8
1011332954,34
1011333649,4
1011334879,33
1011335613,27
1011336310,27
1011338374,0
1011339041,9
1011339725,8
1011339867,26
1011340237,18
1011340520,17
1011340890,21
1011342542,78
1011343570,11
1011344389,5
1011345011,4
1011345705,2
1011345925,38
1011346488,16
1011346831,0
1011346977,1
1011346978,16
1011348267,12
1011348983,47
1011349232,11
1011350496,39
1011350805,36
1011351029,2
1011351190,2
1011351258,13
1011351971,29
1011352466,4
1011353954,0
1011354167,1
1011354217,12
1011355724,10
1011356007,18
1011357608,9
1011357899,14
1011359712,22
1011360373,2
1011360396,30
1011360934,12
1011361540,3
1011361874,0
1011362059,50
1011362257,12
1011363142,1
1011363396,26
1011363620,35
1011363761,51
1011364921,10
1011364928,35
1011367134,2
1011367369,38
1011367808,6
1011368373,62
1011368741,13
1011369356,7
1011370076,43
1011371089,55
1011372075,33
1011372719,52
1011372866,24
1011373210,3
1011374929,6
1011375564,9
1011376067,0
1011376522,1
1011377456,6
1011377531,8
1011378101,1
1011378467,5
1011380764,10
1011380896,18
1011384990,8
1011385785,21
1011385876,2
1011386314,30
1011388174,0
1011388906,20
1011390667,19
1011390676,8
1011390964,10
1011394294,3
1011395988,2
1011396548,1
1011397091,10
1011397841,6
1011397972,4
1011398021,79
1011398402,0
1011398487,1
1011398660,2
1011398715,21
1011398912,8
1011399122,7
1011399329,8
1011399515,16
1011399762,4
1011400319,5
1011401514,18
1011402324,5
1011402562,25
1011402730,9
1011403451,64
1011403532,35
1011403544,9
1011403704,37
1011403988,7
1011404089,18
1011404591,3
1011405163,10
1011405252,15
1011406069,20
1011406291,3
1011408355,6
1011409836,20
1011410049,1
1011410485,1
1011410881,36
1011413438,1
1011414866,21
1011415488,18
1011415745,15
1011416417,8
1011416523,39
1011418651,6
1011419381,11
1011420682,11
1011421228,34
1011422007,21
1011422126,65
1011423031,50
1011423249,40
1011424398,14
1011424595,12
1011424653,9
1011425253,0
1011426377,21
1011427202,0
1011428161,3
1011428354,2
1011428373,15
1011429329,1
1011429876,33
1011430127,1
1011430257,12
1011431275,11
1011431361,24
1011431391,6
1011431680,4
1011431996,18
1011432294,7
1011432362,21
1011432740,72
1011433374,4
1011433601,9
1011433671,4
1011434523,73
1011435692,1
1011435797,2
1011435807,10
1011436281,19
1011436463,39
1011436560,0
1011436808,11
1011437152,17
1011437961,0
1011439483,9
1011440437,3
1011441373,1
1011441538,39
1011443230,58
1011443427,2
1011446176,11
1011446257,38
1011446846,2
1011447521,27
1011447666,10
1011447819,1
1011447906,23
1011448262,45
1011448609,11
1011449909,21
1011451682,6
1011452375,7
1011453415,26
1011455547,19
1011457224,7
1011458161,26
1011458742,33
1011458811,9
1011458841,52
1011459505,8
1011460431,26
1011460905,19
1011462395,35
1011463313,12
1011463434,19
1011463441,5
1011465070,2
1011466426,0
1011467448,26
1011467908,0
1011467971,61
1011468600,4
1011469130,19
1011469540,14
1011469582,16
1011469597,3
1011469722,24
1011470086,18
1011470237,7
1011470526,10
1011472049,9
1011473362,28
1011474350,3
1011474560,15
1011475756,24
1011476038,8
1011478697,1
1011479087,65
1011479213,20
1011479388,23
1011480981,5
1011481000,41
1011481312,79
1011481578,29
1011482335,13
1011482721,28
1011482917,32
1011483032,9
1011483431,3
1011483725,106
1011483803,18
1011484244,55
1011484430,8
1011488204,5
1011488381,2
1011488551,3
1011489175,8
1011489533,9
1011489847,6
1011490102,14
1011490792,10
1011492421,14
1011492804,39
1011492923,3
1011493210,72
1011493423,25
1011494839,9
1011494996,8
1011495188,6
1011495590,1
1011495601,0
1011497297,7
1011498123,6
1011498158,21
1011498203,22
1011499754,7
1011500046,17
1011500129,17
1011500373,4
1011500588,7
1011500705,43
1011501053,9
1011501394,42
1011501702,40
1011502220,5
1011502334,21
1011502701,31
1011502914,32
1011502986,1
1011504187,15
1011504721,73
1011505919,16
1011506162,5
1011508938,2
1011510357,20
1011511512,17
1011512091,76
1011512636,3
1011513594,22
1011514522,22
1011514603,4
1011514900,23
1011515142,10
1011515268,17
1011515307,0
1011515849,3
1011516139,15
1011516890,8
1011517102,6
1011518000,30
1011518356,35
1011519377,15
1011521644,23
1011522095,31
1011523446,39
1011523691,33
1011524459,69
1011526418,20
1011527250,43
1011527830,27
1011528019,14
1011529444,1
1011531271,22
1011533083,5
1011535177,3
1011536058,42
1011536212,88
1011536862,28
1011537103,13
1011537447,8
1011539352,7
1011540078,14
1011540433,10
1011540607,8
1011541232,4
1011541683,14
1011544896,13
1011545586,12
1011545803,3
1011546112,13
1011548097,40
1011548107,11
1011548352,3
1011548416,15
1011548731,0
1011549624,5
1011549774,1
1011551531,0
1011551718,9
1011552016,2
1011554686,65
1011554829,6
1011555230,5
1011556225,6
1011556233,4
1011556796,4
1011557191,2
1011557503,2
1011557902,6
1011557916,1
1011558173,15
1011558989,85
1011559101,0
1011559278,27
1011559449,5
1011560222,24
1011560417,46
1011560767,1
1011560782,11
1011561297,1
1011561641,28
1011562155,23
1011562675,4
1011562724,5
1011564049,18
1011564155,10
1011565532,1
1011566821,18
1011566869,17
1011568514,18
1011568728,18
1011568939,0
1011569108,5
1011569546,51
1011570974,6
1011571107,53
1011572619,17
1011573498,20
1011573717,12
1011573993,2
1011574355,19
1011574782,2
1011574824,6
1011575211,1
1011576517,55
1011576949,5
1011576952,24
1011578233,11
1011580514,71
1011580607,3
1011580787,1
1011582072,3
1011582456,10
1011582550,43
1011583923,6
1011584291,6
1011585335,10
1011585657,7
1011585772,1
1011588077,0
1011589484,9
1011589718,42
1011589970,0
1011590557,21
1011590601,8
1011590934,32
1011590937,11
1011592528,0
1011593185,8
1011593825,71
1011594092,7
1011595241,6
1011596370,57
1011596537,69
1011597862,11
1011598377,1
1011598414,3
1011600013,2
1011600471,37
1011600597,77
1011601419,3
1011601899,7
1011602189,5
1011602927,13
1011603169,0
1011603613,28
1011603738,11
1011604116,9
1011604215,41
1011604625,23
1011604686,55
1011606467,2
1011606916,23
1011606926,2
1011607795,5
1011607954,47
1011608124,1
1011609359,28
1011609988,8
1011612749,6
1011613381,3
1011614286,11
1011616984,39
1011617191,3
1011617644,28
1011618877,19
1011619400,3
1011619475,31
1011619526,2
1011619796,1
1011620533,17
1011621533,14
1011622230,36
1011622247,17
1011622971,2
1011623272,4
1011624319,6
1011625307,75
1011625489,57
1011626432,32
1011627044,3
1011627473,0
1011627632,16
1011627819,14
1011628240,82
1011628467,7
1011628476,42
1011628845,8
1011629624,4
1011630582,2
1011631858,10
1011631990,14
1011632017,6
1011632082,0
1011632506,22
1011632533,12
1011632826,36
1011633455,13
1011634269,23
1011634358,0
1011634493,5
1011635148,7
1011636047,3
1011636660,7
1011637519,4
1011638191,26
1011639431,8
1011639904,8
1011641142,33
1011641382,15
1011641457,24
1011643142,0
1011643781,5
1011644576,11
1011645356,1
1011645377,5
1011645579,6
1011645935,0
1011646356,28
1011646631,0
1011646685,0
1011646815,17
1011647166,3
1011647402,6
1011647943,0
1011648058,1
1011648268,0
1011648872,7
1011649316,13
1011649461,6
1011649674,17
1011649695,2
1011649769,2
1011649956,7
1011650377,16
1011650821,2
1011651623,16
1011652771,0
1011654466,18
1011655887,10
1011655909,32
1011658322,22
1011659244,43
1011659315,9
1011660526,29
1011664017,7
1011666325,9
1011666506,17
1011666716,56
1011667449,44
1011667790,1
1011667898,4
1011667900,31
1011668317,3
1011668492,16
1011668950,28
1011669332,3
1011669429,65
1011672318,8
1011672424,46
1011673000,6
1011673163,33
1011673271,26
1011673529,15
1011673592,5
1011674052,7
1011674348,3
1011674355,18
1011674443,2
1011675434,3
1011675596,18
1011676738,8
1011677787,43
1011677826,68
1011680430,8
1011680512,20
1011680752,43
1011681239,23
1011683144,2
1011683180,33
1011683840,21
1011683856,5
1011684487,54
1011684704,4
1011685245,4
1011685976,4
1011686084,2
1011686259,3
1011687004,6
1011687607,1
1011687850,23
1011687865,1
1011688043,10
1011688984,0
1011689293,11
1011689598,12
1011689870,14
1011690698,20
1011692939,10
1011692950,17
1011693514,9
1011693599,51
1011693618,18
1011693692,26
1011694351,41
1011694354,25
1011694695,2
1011694925,80
1011695104,7
1011695887,11
1011696349,1
1011696509,12
1011696580,9
1011697445,2
1011697564,12
1011697709,8
1011697754,16
1011698294,9
1011699167,5
1011700011,4
1011700697,11
1011701666,51
1011702468,7
1011702611,3
1011703021,41
1011705634,6
1011705740,6
1011705798,70
1011705894,4
1011706139,7
1011706352,8
1011706473,15
1011706792,25
1011707258,10
1011707376,1
1011707381,1
1011707468,0
1011711919,22
1011712582,10
1011712607,3
1011713177,0
1011713668,3
1011714406,116
1011714452,4
1011715307,16
1011716139,0
1011716505,31
1011716689,1
1011716995,39
1011717090,18
1011717199,3
1011717512,16
1011719980,3
1011722581,1
1011723105,8
1011723833,0
1011724329,9
1011724381,45
1011724548,5
1011724803,14
1011725966,45
1011726708,1
1011726770,99
1011727211,58
1011727687,36
1011729413,1
1011729416,6
1011729526,6
1011730376,37
1011731039,10
1011731203,43
1011734777,2
1011734786,19
1011735328,17
1011736961,4
1011737865,16
1011738826,13
1011739390,3
1011739680,6
1011740245,50
1011740378,2
1011740677,6
1011740890,8
1011740943,44
1011741518,10
1011744452,0
1011744520,19
1011744913,2
1011745134,2
1011745392,0
1011745622,15
1011745739,2
1011746091,10
1011746263,14
1011746678,21
1011746737,7
1011746999,29
1011747218,1
1011747767,32
1011748298,16
1011748510,11
1011750591,7
1011753185,22
1011753368,15
1011753509,25
1011753734,9
1011756239,1
1011756633,8
1011758273,11
1011759218,4
1011759293,4
1011759842,55
1011759922,1
1011760896,2
1011762102,19
1011762193,5
1011765096,5
1011765210,23
1011765957,4
1011766144,5
1011766268,23
1011766344,85
1011767141,4
1011767282,43
1011767924,2
1011769649,1
1011771323,13
1011771821,28
1011772195,3
1011773969,83
1011774338,32
1011774793,2
1011776208,1
1011776339,1
1011777009,18
1011778198,12
1011778637,31
1011778651,2
1011778794,8
1011779893,13
1011783565,15
1011783711,33
1011788614,5
1011790042,27
1011791002,3
1011791588,0
1011792562,13
1011792682,49
1011793326,9
1011793468,26
1011794402,3
1011795366,57
1011795914,67
1011796255,4
1011796436,1
1011796560,18
1011797022,7
1011798896,6
1011799012,34
1011799203,25
1011799227,9
1011799312,0
1011799658,10
1011800398,31
1011800730,7
1011800824,4
1011800903,2
1011802181,3
1011802446,63
1011803177,6
1011803374,6
1011803450,10
1011804229,46
1011804234,63
1011804244,16
1011805367,63
1011807142,10
1011807471,17
1011807644,1
1011807702,17
1011808329,33
1011810157,10
1011810595,17
1011811114,2
1011811527,39
1011813031,9
1011813511,26
1011813556,8
1011813610,8
1011814135,44
1011814191,10
1011814768,28
1011815086,6
1011815278,20
1011816283,0
1011816584,0
1011816805,9
1011816860,4
1011816967,0
1011817809,0
1011817840,5
1011817907,51
1011818243,33
1011818879,24
1011819698,18
1011820361,17
1011820943,35
1011821371,2
1011821599,2
1011821614,20
1011821775,3
1011821860,51
1011821991,2
1011822061,1
1011822172,10
1011822246,23
1011822696,22
1011822750,48
1011822916,30
1011822936,5
1011823322,50
1011823620,1
1011823948,1
1011824292,2
1011825072,9
1011825634,21
1011826284,61
1011826535,3
1011826802,4
1011826939,60
1011828000,4
1011828770,34
1011829079,11
1011832340,12
1011833232,12
1011833819,6
1011834433,12
1011834602,3
1011834784,15
1011834840,3
1011835649,27
1011835717,29
1011836653,11
1011836664,56
1011837026,8
1011837045,2
1011838254,10
1011838300,65
1011838802,33
1011840190,42
1011840813,10
1011840840,11
1011841131,0
1011841373,7
1011841787,8
1011842453,37
1011843516,28
1011844264,13
1011844962,40
1011846341,25
1011846765,5
1011846822,24
1011847074,30
1011847192,16
1011847450,10
1011848508,15
1011848531,9
1011849036,89
1011849157,10
1011849213,8
1011850424,7
1011850815,7
1011851595,18
1011851608,4
1011851949,36
1011851992,1
1011852532,42
1011852774,2
1011853352,11
1011853353,21
1011853510,38
1011853722,18
1011853893,23
1011854878,5
1011855351,8
1011855420,18
1011856632,8
1011857110,53
1011857200,19
1011857686,27
1011857714,46
1011858035,15
1011859103,12
1011859339,66
1011860500,35
1011861054,11
1011861342,5
1011861845,26
1011862829,18
1011863093,18
1011863172,28
1011863869,11
1011864113,9
1011865050,44
1011865432,31
1011865502,14
1011865948,16
1011866196,10
1011866317,10
1011866690,27
1011867689,41
1011867705,31
1011867945,22
1011868877,3
1011869468,3
1011869473,55
1011870738,17
1011870787,29
1011871005,5
1011871215,21
1011871492,3
1011871753,20
1011872145,93
1011873409,13
1011873886,8
1011874311,19
1011874314,31
1011874875,9
1011876108,7
1011876143,19
1011876638,31
1011877224,11
1011879177,51
1011880396,1
1011880411,9
1011881036,5
1011881092,74
1011882302,16
1011882751,26
1011882847,1
1011882921,7
1011884010,6
1011884161,44
1011884174,9
1011884943,29
1011885023,8
1011886063,10
1011886320,0
1011886739,0
1011888926,39
1011891354,0
1011891823,8
1011892290,4
1011892295,21
1011892379,30
1011892634,15
1011893468,8
1011893556,37
1011893567,9
1011894959,47
1011895809,50
1011896588,18
1011896846,11
1011896904,67
1011897104,11
1011897213,33
1011898560,1
1011898823,10
1011899063,5
1011899501,5
1011899883,6
1011900046,9
1011900433,20
1011900686,11
1011904030,1
1011904744,21
1011905892,4
1011907313,3
1011908081,12
1011908637,1
1011909206,22
1011909286,8
1011909830,3
1011909934,19
1011910156,4
1011910439,23
1011911582,28
1011911664,16
1011912836,2
1011913409,0
1011913481,4
1011913527,11
1011915054,3
1011915197,37
1011916900,4
1011917301,1
1011918054,17
1011919393,7
1011919412,10
1011919416,0
1011921751,0
1011921829,18
1011922111,3
1011923410,42
1011924889,9
1011925120,4
1011926460,6
1011927119,50
1011927989,7
1011928483,22
1011929636,10
1011929674,6
1011930150,0
1011930244,3
1011931035,0
1011931343,2
1011931485,8
1011933631,22
1011934596,43
1011935199,3
1011935654,0
1011935815,59
1011936295,18
1011936358,0
1011937016,4
1011938016,10
1011939166,4
1011939414,20
1011939902,0
1011940128,7
1011942353,22
1011942968,2
1011944121,10
1011944166,40
1011944576,21
1011945610,3
1011945729,0
1011946270,0
1011946439,37
1011946471,9
1011946717,11
1011946901,1
1011947084,2
1011947320,4
1011947652,15
1011949304,38
1011949600,9
1011950351,4
1011952664,52
1011952902,65
1011955524,64
1011956096,37
1011956412,13
1011956464,32
1011956623,14
1011957346,1
1011958330,39
1011958456,8
1011958705,13
1011958871,15
1011959410,41
1011959558,10
1011960115,10
1011960450,10
1011961075,15
1011961740,3
1011962247,11
1011962279,76
1011962449,1
1011963105,17
1011963301,34
1011963477,27
1011963497,22
1011963611,18
1011964220,32
1011964596,9
1011966695,9
1011967812,18
1011968180,27
1011970567,20
1011970850,6
1011971177,11
1011971905,0
1011972140,5
1011972695,1
1011973444,32
1011974110,41
1011974198,30
1011974894,20
1011975121,0
1011975365,15
1011975493,1
1011975540,14
1011975733,30
1011975865,57
1011976209,16
1011976285,12
1011976590,15
1011977088,8
1011977301,1
1011977818,108
1011978003,9
1011978455,6
1011978939,39
1011979443,19
1011979582,10
1011979626,27
1011980006,10
1011980178,4
1011980369,74
1011980435,21
1011980864,2
1011980902,16
1011980926,34
1011981008,3
1011981491,24
1011983623,2
1011985767,15
1011986182,26
1011986470,30
1011988342,94
1011989611,4
1011989927,3
1011991207,23
1011992943,17
1011993575,4
1011993972,9
1011994843,1
1011996581,68
1011996774,36
1011997508,34
1011997897,9
1011998055,12
1011998839,8
1011999924,29
1012000188,2
1012000598,4
1012003580,21
1012004507,8
1012005195,36
1012005618,9
1012005938,12
1012006154,9
1012006251,6
1012008552,17
1012009537,50
1012010403,0
1012012253,12
1012012396,15
1012014707,7
1012017221,9
1012018106,1
1012018350,21
1012018354,1
1012019912,7
1012020503,30
1012022611,9
1012023048,6
1012023388,12
1012023426,14
1012023718,17
1012024249,3
1012026533,22
1012026822,11
1012026905,5
1012027358,9
1012027419,25
1012027819,3
1012027845,0
1012027898,4
1012028810,17
1012029002,2
1012030178,32
1012032605,9
1012032745,2
1012032798,10
1012033011,5
1012033168,0
1012033981,8
1012034204,17
1012034649,8
1012034874,8
1012035189,0
1012035250,8
1012036090,15
1012036947,26
1012037256,30
1012037954,30
1012038025,12
1012041255,21
1012041321,1
1012042739,2
1012044198,43
1012045017,1
1012047113,1
1012047487,20
1012047499,5
1012047589,25
1012048220,1
1012048253,10
1012050070,6
1012050559,10
1012051834,25
1012052656,19
1012052661,4
1012053461,1
1012053513,5
1012053999,15
1012055222,50
1012055934,8
1012056021,39
1012056035,9
1012056809,69
1012057112,0
1012057786,0
1012058104,4
1012059969,107
1012060737,0
1012061438,6
1012062793,1
1012064976,5
1012065540,5
1012067472,11
1012067827,16
1012067948,5
1012068065,10
1012069322,10
1012069382,9
1012070973,2
1012071136,28
1012071874,24
1012073044,2
1012073278,6
1012073701,7
1012073709,14
1012073780,5
1012074008,1
1012074995,8
1012075418,11
1012075692,1
1012076993,17
1012077944,14
1012080735,14
1012081521,9
1012083359,14
1012083499,5
1012083515,35
1012084466,31
1012084572,24
1012084601,0
1012086931,3
1012087236,11
1012088007,0
1012088202,9
1012088412,6
1012088461,123
1012088671,47
1012088888,17
1012090154,5
1012090412,31
1012091305,25
1012091426,10
1012091462,0
1012091778,21
1012093709,29
1012093808,56
1012094834,24
1012095296,1
1012096191,17
1012096774,10
1012096976,64
1012098705,32
1012102553,33
1012102728,6
1012103401,23
1012103435,2
1012103519,14
1012105166,1
1012105908,4
1012106665,47
1012107836,58
1012108584,12
1012108824,6
1012109035,21
1012109422,39
1012109592,17
1012109667,46
1012109937,1
1012110317,7
1012110620,19
1012110750,7
1012111049,3
1012112361,0
1012112676,5
1012113175,2
1012114550,26
1012114734,8
1012114995,3
1012116674,38
1012117038,10
1012117976,14
1012118119,92
1012118183,2
1012118475,3
1012118736,10
1012119573,3
1012120127,5
1012121103,6
1012121875,13
1012122458,64
1012122919,14
1012123180,60
1012123550,4
1012123667,16
1012124222,13
1012124294,1
1012124308,17
1012124682,1
1012124907,24
1012125871,5
1012126147,7
1012126190,27
1012126704,9
1012128624,12
1012129014,4
1012130802,12
1012130973,8
1012131719,10
1012132538,1
1012132748,56
1012132899,7
1012133191,31
1012133373,8
1012133991,5
1012134077,9
1012134633,23
1012134810,7
1012135082,5
1012135119,7
1012135212,10
1012135267,6
1012136068,7
1012137187,33
1012137310,18
1012137726,10
1012138788,13
1012139098,44
1012139147,6
1012139182,58
1012140023,3
1012140200,26
1012140608,1
1012140657,23
1012140664,7
1012141402,34
1012141881,4
1012142219,2
1012142279,25
1012142701,9
1012143061,24
1012143180,33
1012143356,67
1012144422,3
1012145076,14
1012146149,2
1012146868,1
1012146981,4
1012147253,3
1012147453,7
1012148419,6
1012148514,0
1012148944,31
1012149339,4
1012149627,8
1012149749,63
1012149815,16
1012150061,18
1012151401,17
1012152427,7
1012152476,7
1012153636,7
1012154691,7
1012155718,25
1012156686,5
1012156875,4
1012157108,72
1012159195,19
1012159674,12
1012159980,4
1012160292,8
1012160503,1
1012160611,1
1012160721,3
1012161020,23
1012161397,22
1012162239,3
1012162241,28
1012162462,4
1012164633,4
1012165874,6
1012165969,1
1012166097,51
1012166628,16
1012166899,28
1012167260,80
1012167499,9
1012168744,25
1012169149,25
1012169303,3
1012169476,2
1012170400,3
1012170711,2
1012170998,1
1012171080,6
1012173094,16
1012173255,0
1012173750,10
1012173941,17
1012176315,9
1012176859,13
1012178269,21
1012179609,13
1012179717,18
1012180620,2
1012181664,6
1012181929,1
1012182813,36
1012182924,1
1012183079,1
1012183714,31
1012184744,78
1012184766,68
1012185278,14
1012185854,27
1012187104,20
1012187318,0
1012187734,33
1012188113,13
1012188455,8
1012188654,4
1012189207,5
1012189215,4
1012190019,17
1012190048,15
1012193153,3
1012193245,47
1012193592,14
1012194259,3
1012194845,7
1012195186,6
1012195548,0
1012196535,2
1012196775,4
1012198030,15
1012200124,5
1012200320,22
1012203145,1
1012203444,25
1012203967,5
1012204930,3
1012205255,6
1012205318,7
1012205373,5
1012205877,64
1012206252,0
1012206395,4
1012208233,4
1012208366,0
1012209808,14
1012212667,5
1012213096,14
1012213148,4
1012213213,7
1012213407,15
1012213997,17
1012214568,13
1012214876,0
1012215888,43
1012217549,12
1012217676,2
1012217987,13
1012218249,2
1012219805,26
1012220746,13
1012221305,14
1012222940,7
1012224328,8
1012224399,3
1012224503,25
1012225249,41
1012228249,7
1012228396,2
1012229312,2
1012230210,2
1012230401,29
1012230404,11
1012230732,5
1012231649,23
1012231903,63
1012232463,6
1012232669,97
1012233018,5
1012233128,52
1012234362,32
1012234554,2
1012234606,1
1012234729,9
1012234740,48
1012234748,14
1012236612,3
1012237661,1
1012237818,37
1012238636,32
1012239060,109
1012239176,47
1012240350,9
1012240358,11
1012240870,7
1012241110,16
1012241254,21
1012242100,47
1012242338,15
1012242709,1
1012243513,10
1012243567,1
1012245590,9
1012245633,5
1012245944,27
1012247568,29
1012250573,21
1012251087,10
1012252160,6
1012252406,10
1012252511,3
1012255132,9
1012257897,5
1012257952,2
1012257977,6
1012258111,0
1012258903,28
1012261382,20
1012261701,42
1012262415,1
1012263505,10
1012263588,29
1012263602,0
1012263633,10
1012264282,64
1012264597,6
1012264855,4
1012265013,81
1012265398,6
1012265600,17
1012266713,14
1012267329,35
1012267734,2
1012267756,18
1012268276,15
1012271199,7
1012271272,1
1012271409,16
1012271870,6
1012272008,81
1012272610,24
1012272734,5
1012272842,13
1012275435,2
1012276223,4
1012276486,12
1012276700,47
1012277389,14
1012278711,48
1012279473,9
1012279827,4
1012281429,0
1012281458,1
1012281828,5
1012282208,4
1012282428,2
1012284287,17
1012285489,0
1012286245,43
1012286364,2
1012286597,25
1012286958,39
1012287022,77
1012288126,4
1012289646,27
1012289720,6
1012289843,59
1012289952,20
1012290388,12
1012291330,1
1012293689,5
1012295823,3
1012296627,17
1012298205,1
1012298772,15
1012299528,6
1012299888,4
1012300373,28
1012302060,3
1012303918,15
1012303948,19
1012304033,8
1012305022,5
1012305474,15
1012306174,15
1012306626,4
1012306804,6
1012307740,71
1012308761,6
1012308882,4
1012309703,20
1012309809,19
1012312378,6
1012312635,0
1012313251,7
1012313312,9
1012313860,50
1012314078,3
1012314080,10
1012314447,43
1012314768,26
1012315000,13
1012316833,2
1012316850,19
1012317772,1
1012319054,21
1012319457,9
1012319972,37
1012320239,31
1012321383,5
1012322078,3
1012325393,71
1012325436,7
1012325574,33
1012325626,7
1012328359,21
1012329490,23
1012329847,29
1012330531,3
1012331571,19
1012332348,4
1012332865,3
1012333170,6
1012333210,2
1012334189,36
1012334873,29
1012335510,83
1012335568,5
1012336306,0
1012336581,47
1012337068,66
1012337713,3
1012337748,24
1012338181,12
1012339388,2
1012340137,38
1012340283,91
1012340525,52
1012341250,11
1012342337,7
1012342467,3
1012342651,5
1012343871,26
1012345647,15
1012346391,3
1012346546,2
1012346644,37
1012346860,28
1012347838,65
1012348435,1
1012350723,0
1012350848,10
1012354091,14
1012354149,8
1012354236,37
1012354709,8
1012356179,9
1012356394,1
1012356485,3
1012357040,11
1012358223,2
1012358847,2
1012359215,21
1012359817,4
1012360491,1
1012362326,25
1012362708,11
1012363868,7
1012363944,13
1012365111,25
1012365318,1
1012366833,52
1012367273,6
1012368674,17
1012369544,5
1012369913,27
1012370096,10
1012370650,5
1012371231,25
1012371942,0
1012371965,16
1012372221,2
1012372234,6
1012372421,34
1012373986,3
1012374305,13
1012374694,38
1012374929,0
1012376455,5
1012378060,5
1012378736,0
1012379973,14
1012381646,28
1012382192,38
1012384470,11
1012385122,1
1012386586,8
1012386871,13
1012387781,1
1012387816,20
1012388861,4
1012389979,5
1012389994,31
