_id,overall_stats.avg_battle_values.avg_tier
1015354573,5.3
1015354814,3.3
1015354850,7.2
1015354864,6.6
1015354922,6.6
1015355153,7
1015355731,7.4
1015355872,8.3
1015355875,7.6
1015355880,7.7
1015356057,6.1
1015356285,7.3
1015356525,4.9
1015356749,7.5
1015356833,5
1015356963,7
1015357000,6.4
1015357121,5.7
1015357289,5.4
1015357346,7.2
1015357387,6.2
1015357396,7.2
1015357483,4.3
1015357485,5.6
1015357604,8
1015358008,4.6
1015358074,7
1015358149,5.1
1015358284,6.7
1015358286,6.6
1015358426,5.3
1015358841,8.9
1015359101,6.4
1015359133,5.8
1015359222,8.2
1015359245,7.1
1015359256,7.3
1015359276,7
1015359336,7.4
1015359362,6
1015359712,7.7
1015359900,7
1015359919,6.3
1015359934,8.5
1015360080,7.1
1015360176,6.8
1015360397,6.8
1015360492,5.3
1015360565,7.4
1015360693,7.3
1015360723,6.7
1015360958,7.9
1015360973,4.3
1015361158,5.5
1015361211,5.5
1015361311,6.8
1015361404,6.8
1015361436,4.8
1015361439,6.4
1015361445,5.3
1015361533,5.7
1015361637,6.3
1015361949,7.2
1015361972,4.7
1015362002,5.1
1015362135,5.9
1015362378,6.7
1015362527,7.5
1015362541,7.3
1015362561,5.5
1015362668,6.1
1015362779,4.8
1015362877,5.3
1015363228,8
1015363588,6.8
1015363629,5.1
1015363716,5.8
1015364516,6.4
1015364612,6.9
1015364771,5.7
1015364981,7
1015365272,7.4
1015365379,8
1015365607,7.3
1015365897,6.1
1015365926,8
1015366031,6.2
1015366226,3.9
1015366452,4.6
1015366598,5.3
1015366723,6.5
1015367235,3.1
1015367349,5.6
1015368439,6.5
1015368822,6.4
1015368935,5.7
1015368969,3.3
1015369029,5.1
1015369107,4.3
1015369169,3.9
1015369268,7.9
1015369669,7.9
1015369884,4.9
1015370158,5.8
1015370369,6.9
1015370376,6.2
1015370677,6.1
1015370935,6.9
1015371298,6.6
1015371413,7.1
1015371425,6.8
1015371806,5.7
1015372107,7
1015372181,6.2
1015372248,7.5
1015372483,3
1015372742,5.9
1015372888,6.1
1015372953,6.6
1015373097,7.7
1015373276,4.6
1015373292,4.8
1015373317,6.3
1015373555,6.1
1015373558,7.4
1015373798,6.2
1015374043,4
1015374183,7.5
1015374201,7.9
1015374290,6.2
1015374397,6.3
1015374517,3.5
1015374538,7.4
1015374685,4.5
1015374749,6.2
1015374826,7.1
1015375266,7.1
1015375421,4.8
1015375579,6
1015376293,7.2
1015376399,4.7
1015376471,7.3
1015376500,7.4
1015376723,6.1
1015376851,5.6
1015376875,6.9
1015376979,5
1015377175,5.8
1015377226,5.8
1015377429,7.8
1015377502,7.3
1015378011,4.4
1015378186,6.7
1015378281,7.9
1015378346,7.2
1015378381,7
1015378849,8.9
1015378978,5.7
1015379314,4.2
1015379550,7.5
1015379613,5.6
1015379627,5.7
1015379629,6.9
1015379920,5.1
1015380349,6.5
1015380532,9
1015380836,6
1015380948,5.8
1015381013,5.2
1015381117,7.1
1015381429,4.6
1015381951,6.6
1015382004,6
1015382788,5.6
1015382827,7.6
1015382991,6.2
1015383064,4.5
1015383111,7.7
1015383364,6.7
1015383411,6.3
1015383512,5.4
1015383693,7.4
1015384167,6.7
1015384344,5.7
1015384689,6.1
1015384734,7.5
1015384942,7.1
1015385071,5.9
1015385080,7.7
1015385520,7.2
1015385976,6.8
1015386547,5
1015386859,6.1
1015386932,8.2
1015387022,6.1
1015387126,8
1015387169,7.1
1015387177,8.6
1015387233,5
1015387345,6.6
1015387629,5.8
1015387926,6.4
1015388298,4.8
1015388593,6.1
1015388629,7.4
1015388633,5.3
1015388871,6.4
1015389161,5.7
1015389323,7.8
1015389506,5.1
1015389796,6.1
1015390263,2.5
1015390506,6.3
1015390827,7.1
1015390969,6.3
1015391097,6.7
1015391147,6.4
1015391735,6.8
1015391814,5.7
1015392152,7.7
1015392264,4.5
1015392281,7.7
1015392396,7.5
1015392489,6.5
1015393016,7.1
1015393201,5.8
1015393354,6.9
1015393370,6
1015393468,8.2
1015393499,6.2
1015393520,7.2
1015393551,7.5
1015393602,6
1015393677,5
1015393824,5.6
1015393840,8
1015394471,6.4
1015394731,5.9
1015394833,7.2
1015394896,7.1
1015394965,6.8
1015395043,6.1
1015395046,7.2
1015395502,7.7
1015395512,5.7
1015396715,5.3
1015396726,8.8
1015396969,5.1
1015397028,5.8
1015397139,5.2
1015397245,5.9
1015397862,4.9
1015398561,4.6
1015398684,4.9
1015398891,5.9
1015398897,5.8
1015398987,6.5
1015399945,7.6
1015400054,7.7
1015400511,5.9
1015400990,7.4
1015401024,5.8
1015401094,6.3
1015401391,6.5
1015401575,7.9
1015401789,5.6
1015401792,7.8
1015401815,7.2
1015402040,6.5
1015402042,7.4
1015402068,6.7
1015402175,6.2
1015402491,7.6
1015402699,6.8
1015402867,6.6
1015402893,8
1015403010,4.3
1015403075,5.6
1015403241,7.2
1015403304,7.1
1015403592,7.1
1015403675,7.9
1015403790,7
1015404023,5.9
1015404115,5.9
1015404277,6.2
1015404329,8.5
1015404351,5.4
1015404436,3.9
1015404651,6.3
1015404764,5.3
1015404922,7.3
1015404959,3.4
1015405083,6.8
1015405221,5.8
1015405273,7.1
1015405284,7.8
1015405338,4.3
1015405605,6.5
1015405681,5.9
1015405753,6.1
1015405877,4.7
1015405975,8.1
1015406047,6
1015406086,7.3
1015406141,5
1015406263,6.7
1015406501,6.1
1015406536,7.2
1015406727,6.5
1015406730,6.8
1015406850,6.8
1015406944,7.7
1015407039,7.7
1015407239,5.9
1015407513,6.6
1015407643,6.9
1015407842,8
1015407884,7.5
1015407942,4.5
1015407994,6.4
1015408209,5.7
1015408225,6.8
1015408258,6.7
1015408564,6.3
1015409011,5.6
1015409045,5.3
1015409068,7.6
1015409163,5.7
1015409247,5.6
1015409331,6
1015409379,8
1015409995,6.5
1015409997,6
1015410264,7.2
1015410291,8
1015410300,7.3
1015410357,6.1
1015410462,5.3
1015410479,7.5
1015410537,5.5
1015410552,7.4
1015410596,6.1
1015410710,6
1015410826,4.8
1015411201,4.9
1015411246,7.5
1015411303,5.1
1015411311,7.1
1015411481,7.3
1015411509,6.4
1015412085,6.8
1015412481,6.4
1015412577,7.5
1015412599,7.2
1015412734,8.3
1015412838,5.9
1015412923,7.3
1015413174,6.1
1015413389,5.2
1015413447,6.4
1015413493,7.5
1015413686,5.6
1015413858,4.9
1015414253,8.2
1015414324,7.5
1015414816,6.6
1015415042,6.3
1015415495,5.9
1015415524,6.3
1015415525,6.4
1015415687,4.9
1015415720,6.1
1015416041,6.9
1015416095,8.5
1015416117,6
1015416863,8.4
1015416988,5.8
1015417089,7.9
1015417101,4.4
1015417113,6.5
1015417662,4.1
1015417880,3.8
1015417989,7.5
1015418302,5
1015418356,4.9
1015418368,6.9
1015418487,4.6
1015418752,4.6
1015419359,7.7
1015419813,7.6
1015419865,6.7
1015420019,4.9
1015420116,5.5
1015420125,7.1
1015420244,5.4
1015420362,6
1015420476,7
1015420899,3.1
1015421003,6.7
1015421042,6
1015421231,5.5
1015421439,6.1
1015421496,5.8
1015421600,7.9
1015421779,6.2
1015421940,5.1
1015422013,6
1015422084,5.7
1015422128,5.3
1015422143,5.2
1015422218,4.1
1015422244,7.3
1015422274,6.2
1015422328,6.1
1015422501,6.8
1015422503,6.7
1015422572,3.6
1015422623,8.1
1015422630,6.6
1015422631,5
1015422668,6.3
1015423005,6.2
1015423277,6.8
1015423404,5.4
1015423412,8.9
1015423468,6.4
1015423684,5.4
1015424269,5.2
1015424313,7.6
1015424582,6.3
1015424621,6.4
1015424874,7.4
1015424950,6.9
1015424982,6.2
1015425164,4.8
1015425613,6.3
1015425648,4.4
1015425843,7.9
1015426201,6.7
1015426824,5.5
1015427061,6.8
1015427430,5.4
1015427481,8.2
1015428008,3.9
1015428162,8.1
1015428233,7.1
1015428526,3.3
1015428634,6.5
1015429327,5
1015429389,7.1
1015429588,5.5
1015429760,8.6
1015429903,5.7
1015430031,5.2
1015430608,7.4
1015430734,5
1015431064,5
1015431128,8.6
1015431207,6.1
1015431321,4.6
1015431355,5.8
1015431791,4.6
1015432487,6.9
1015432495,6.4
1015432828,9.2
1015432842,6.7
1015433802,7.8
1015434000,7.5
1015434097,6.9
1015434277,4.8
1015434760,6.3
1015434838,6.5
1015434973,7.6
1015435028,6.1
1015435198,5.9
1015435200,4.4
1015435241,4.7
1015435249,5
1015435346,4.9
1015435742,5.9
1015436107,7.5
1015436189,7.4
1015436224,5.3
1015436370,6.4
1015436575,5.6
1015436606,5.7
1015436705,6.6
1015436725,6.3
1015436746,7.7
1015437001,5.2
1015437081,6.9
1015437086,7.2
1015437338,4.1
1015437447,6.6
1015437696,6.9
1015437741,6.3
1015437960,6.8
1015437973,5.5
1015438184,7.2
1015438304,5.9
1015438316,5
1015438450,7.7
1015438539,5.6
1015438553,6.9
1015438712,5.7
1015438832,7.8
1015438959,6.8
1015440099,6.5
1015440308,6.8
1015440337,5.7
1015440350,6.6
1015440688,3.9
1015441176,7.5
1015441521,6.9
1015441677,6.2
1015441984,6.1
1015442311,5.6
1015442969,7
1015443364,6.4
1015443498,6.9
1015443779,5.8
1015443957,5.3
1015444063,5.4
1015444117,5.7
1015444199,6.6
1015444265,5.6
1015444470,4.1
1015444610,7.3
1015444740,6.8
1015444906,5.3
1015445030,7.3
1015445106,6.3
1015445214,7.8
1015445399,7.3
1015445591,6.5
1015445609,7
1015445764,5.2
1015445827,6.8
1015445899,7
1015445970,6.3
1015446152,7.1
1015446510,6.8
1015446576,4.9
1015446894,8.6
1015447020,5.8
1015447031,8.6
1015447507,6.4
1015447925,6.5
1015448125,7.8
1015448186,6.8
1015448206,3.9
1015448421,4.3
1015448464,8
1015448491,7.4
1015448707,5.5
1015448714,5.9
1015448759,6.5
1015448833,6.7
1015449274,6.8
1015449367,7
1015449555,6.4
1015449593,6.9
1015449649,7.4
1015449906,7.5
1015449974,7
1015450020,5.6
1015450109,7.4
1015450172,6.8
1015450188,5.3
1015450271,6.9
1015450320,6.1
1015450451,7.9
1015450662,6.8
1015450865,6
1015451045,7.3
1015451079,7.2
1015451122,7.6
1015451187,4.8
1015451200,7
1015451410,6.1
1015451547,5.1
1015452017,4.2
1015452770,6.6
1015453000,6.2
1015453180,8.1
1015453222,6.7
1015453810,5.2
1015453822,6
1015454217,5.8
1015454225,7.3
1015454601,5.5
1015454696,7
1015455309,5.3
1015455614,5.6
1015455701,7.1
1015455883,6.1
1015456013,7.6
1015456112,8.4
1015456364,5.8
1015456721,6.7
1015456900,6.8
1015457967,6.1
1015458007,4.7
1015458131,6
1015458316,6.1
1015458437,6.5
1015458439,7.2
1015458446,6.1
1015458619,3.7
1015458628,7.4
1015458893,5.5
1015459068,7.2
1015459524,6.3
1015459591,6.3
1015459639,4.7
1015459672,6.7
1015459720,6.9
1015459747,5.1
1015459814,6.5
1015460008,4.9
1015460236,6.4
1015460255,7.7
1015460444,5.8
1015460453,6.8
1015460992,6.1
1015461048,6.5
1015461224,6.8
1015461317,5.8
1015461340,5.5
1015461402,6.4
1015461548,6.4
1015461716,7.7
1015461810,5.9
1015461936,5.9
1015462040,6.3
1015462071,5
1015462082,7
1015462091,8.1
1015462119,5.6
1015462309,5.8
1015462450,6.8
1015462678,5.7
1015462945,6.4
1015462962,7.4
1015462963,4.6
1015463205,7.7
1015463570,6.4
1015463693,4.6
1015463756,4.8
1015464010,7.8
1015464346,6.7
1015464629,4.7
1015464642,6.1
1015465908,6.7
1015466588,6.3
1015466970,8.4
1015467125,5.7
1015467178,5.2
1015467401,6.5
1015467505,5.3
1015467668,4.5
1015467877,5.2
1015468445,7.4
1015468883,6.4
1015469399,8.5
1015469653,5.1
1015469859,4.5
1015469976,8.1
1015470152,6.8
1015470245,4.4
1015470395,6.6
1015470434,6.8
1015470906,6.5
1015470927,5.8
1015471325,6
1015471338,7.4
1015471492,6.3
1015471849,6.2
1015471911,6
1015471925,5.8
1015472014,5.5
1015472082,7.8
1015472545,6.4
1015472600,7
1015472629,6.7
1015472834,3
1015473243,7.2
1015473832,5.8
1015474172,7
1015474228,3.7
1015474377,5.5
1015474447,4.1
1015474553,5.8
1015474555,7.2
1015474590,6.5
1015474606,7.5
1015474731,7
1015475062,7.9
1015475102,6.7
1015475136,7.1
1015475147,2.9
1015475267,6.8
1015475274,5.4
1015475367,6
1015475561,6.1
1015475633,8.3
1015476032,6.5
1015476267,8.3
1015476392,6
1015476489,6.2
1015476595,4.5
1015476615,7.1
1015476689,4.9
1015476753,6.5
1015476792,7.5
1015477111,4.8
1015477147,6.3
1015477190,7.1
1015477260,6.4
1015477371,8.2
1015477482,8.6
1015477538,5.9
1015477618,6
1015477756,6.2
1015478100,5.5
1015478170,7.6
1015478582,7.8
1015478887,6.8
1015478903,5.8
1015478936,6.8
1015479850,7.4
1015480045,7.2
1015480083,5.7
1015480562,8.2
1015480605,6.5
1015480839,6.6
1015480956,6.5
1015481214,1.9
1015481238,6.6
1015482092,5.5
1015482103,5.6
1015482205,7.3
1015482475,6.2
1015482830,6.6
1015483158,6.9
1015483249,5.5
1015483279,6.6
1015483363,7.4
1015483418,7.5
1015483528,7
1015483588,6
1015483639,5.1
1015484068,6.2
1015484095,4.5
1015484311,6.4
1015484392,5.9
1015484599,7.1
1015484640,7
1015484663,5.5
1015484832,5.5
1015485033,6.1
1015485224,8.1
1015485277,5.5
1015485431,6.7
1015485630,5.4
1015485736,6.2
1015485855,7
1015486003,6.3
1015486004,6.8
1015486341,8.1
1015486415,3.5
1015486643,9
1015486784,7.6
1015486869,5.3
1015487055,7.4
1015487123,5.7
1015487510,5
1015487795,6.5
1015487815,6.5
1015487988,5.5
1015488023,7.3
1015488270,4.4
1015488275,7.3
1015488498,6.3
1015488603,7.2
1015488632,6.5
1015488640,8.1
1015489140,5.7
1015489765,7.6
1015489834,8.1
1015489836,6.2
1015490207,4.1
1015490422,6.8
1015490670,7.1
1015490683,5.7
1015490774,5.1
1015490793,7.2
1015490843,4.8
1015490879,4.5
1015490883,4.1
1015491136,7.8
1015491479,6.5
1015491503,7.8
1015491553,7.9
1015491570,5.5
1015491969,4.9
1015492153,4.3
1015492171,6.7
1015492300,6.8
1015492327,5.5
1015492423,5
1015492619,7.8
1015492664,6.9
1015492906,6.8
1015492959,5.9
1015493020,4.6
1015493067,5.7
1015493086,6.5
1015493500,4.1
1015493507,4.9
1015493517,4.3
1015493534,6.2
1015493589,6.4
1015493711,6.6
1015494144,6.7
1015494287,7.8
1015494290,6.2
1015494710,7.4
1015494738,6.4
1015494927,6.9
1015494965,6.7
1015495103,6.2
1015495462,7.6
1015495573,5.5
1015495827,6.7
1015495866,6.5
1015495984,6.8
1015496344,6.2
1015496696,8.1
1015496719,6.7
1015497051,3.5
1015498170,6.8
1015498207,6.8
1015498386,7.6
1015498393,5.5
1015498765,6.1
1015498785,4.8
1015499191,5
1015499377,5.6
1015499631,7.7
1015499639,8.1
1015499646,7
1015499715,7.3
1015499749,5.1
1015499847,8
1015499952,5.1
1015500065,4.9
1015500071,7.3
1015500477,7.2
1015500607,7.2
1015501077,8.1
1015501228,6.9
1015501381,6.6
1015501658,6.2
1015501829,6.3
1015502229,6.2
1015502436,8.3
1015502603,7.1
1015503039,7
1015503052,7.4
1015503286,5.4
1015503543,7.6
1015503627,7.8
1015503677,4.9
1015503868,5.2
1015504148,3.7
1015504151,6.4
1015504155,6.4
1015504270,7.4
1015504461,7.6
1015504820,7.4
1015504848,5.7
1015504884,7.1
1015504934,6.2
1015505228,6.1
1015505383,6.6
1015505447,5.6
1015505587,5.3
1015505602,6.2
1015505673,7.3
1015505732,4.1
1015505804,6.8
1015505899,7.1
1015505922,5.3
1015506083,6.9
1015506152,7.1
1015506210,6.6
1015506336,6.8
1015506587,6.9
1015506627,6.2
1015506715,6.7
1015506915,5.3
1015506980,5.5
1015507230,8.1
1015507393,7.1
1015507647,8.8
1015507714,7.4
1015507729,7.7
1015507989,6
1015507999,5.2
1015508128,5.5
1015508282,9.2
1015508289,7
1015508509,6.8
1015508743,7.4
1015509047,6
1015509165,6.2
1015509178,5.5
1015509400,7.6
1015509413,5.7
1015509594,5.2
1015509679,6.8
1015509730,5.2
1015509732,6.5
1015509771,6.4
1015509884,8.4
1015510007,5.2
1015510051,5.9
1015510057,5.3
1015510611,4.1
1015510728,6.1
1015510847,5.1
1015510850,6.2
1015510951,5.5
1015511014,8.7
1015511149,5.2
1015511205,7.5
1015511242,4.5
1015511456,5.4
1015511494,6.9
1015511873,7.7
1015511885,5.5
1015512069,8.6
1015512099,6.6
1015512177,6.1
1015512379,8.3
1015512463,7.6
1015512781,6.2
1015512919,4.3
1015513035,8
1015513120,7.6
1015513155,7.5
1015513552,5.7
1015513748,6.7
1015514077,7.2
1015514244,6.1
1015514473,5.5
1015514702,8
1015514880,5.9
1015515360,6
1015515363,4.9
1015515640,7.7
1015516156,6
1015516269,6.5
1015516430,5.2
1015516544,7.2
1015516853,5.1
1015517047,6.9
1015517201,6.6
1015517477,4.9
1015517691,7.4
1015517876,6.2
1015517917,5.7
1015517919,3.6
1015518184,4.3
1015518287,4
1015518492,6.3
1015518527,5.9
1015518669,6.6
1015518775,7.4
1015518879,3
1015518932,5.9
1015518978,5
1015519086,5.6
1015519107,5.6
1015519142,5.4
1015519318,8.3
1015519428,6.6
1015519502,7.5
1015519824,4.3
1015519840,7.7
1015519960,7.9
1015520129,5.8
1015520184,5.4
1015520528,6.2
1015520589,7.3
1015520693,7.6
1015520839,7.2
1015521453,5.4
1015521454,7
1015521540,6.7
1015521919,6.8
1015522026,6.4
1015522119,7.3
1015522178,6.9
1015522239,7.6
1015522251,6.8
1015522448,4.8
1015522596,7.3
1015522621,6.5
1015522687,5.5
1015522791,6.7
1015523038,6.7
1015523102,6.8
1015523408,5.3
1015523547,6.9
1015523912,6.3
1015523974,6.5
1015523979,6.6
1015524233,4
1015524239,6.7
1015524347,7.4
1015524351,7.1
1015524482,5.8
1015524526,7.4
1015524810,6.5
1015525027,5.1
1015525050,6.5
1015525051,6.7
1015525262,6.4
1015525371,4.6
1015525530,7.8
1015525790,4.1
1015526082,6.4
1015526831,6
1015526968,6.2
1015527074,3.4
1015527517,4.3
1015527542,6.1
1015527568,6.2
1015527594,6.2
1015527965,6.6
1015527971,5.4
1015528036,6.3
1015528050,5.1
1015528416,5.1
1015528423,5.1
1015528521,5.4
1015528622,6.2
1015529062,5.5
1015529252,6.6
1015529360,7.1
1015529369,5.3
1015529489,5.1
1015529495,4.5
1015529978,8
1015530240,7.7
1015531504,7.1
1015531518,5.3
1015531642,6
1015531945,7.7
1015532199,5.9
1015532253,5.2
1015532276,3.5
1015532608,6.4
1015532624,6.5
1015532833,8.1
1015533020,5.8
1015533064,6.5
1015533380,6.1
1015533631,5.8
1015533632,3.7
1015533814,4.8
1015533847,6
1015534006,6.3
1015534388,4.7
1015534557,6.7
1015534577,6.9
1015534662,6.3
1015534723,6.5
1015534739,6.4
1015535179,5.5
1015535380,5.8
1015535405,7.5
1015535418,8.5
1015535552,4.7
1015535569,7.6
1015535670,6.3
1015535826,6.7
1015536133,6.1
1015536188,6.9
1015536404,7.4
1015536449,6
1015536584,6
1015536585,4.9
1015536609,6
1015536644,6.8
1015536697,4
1015536704,4.4
1015536750,7.6
1015536833,6.4
1015536836,7.3
1015536912,5
1015536945,7.4
1015537078,5.9
1015537234,6.4
1015537239,8
1015537410,7.1
1015537423,7.8
1015537438,4.1
1015537834,4.9
1015537954,4.3
1015538002,6.9
1015538268,3.4
1015538279,6.2
1015538491,5.4
1015538816,7
1015539080,5.9
1015539200,8.1
1015539854,4.7
1015539978,5.8
1015540473,6.7
1015540750,6.3
1015540881,7.2
1015541543,5.3
1015541789,8.1
1015542074,8.2
1015542113,6.5
1015542426,3.9
1015542500,5.7
1015542592,6.8
1015542770,6.5
1015543157,8.2
1015543672,5.9
1015544310,7.8
1015544381,5.9
1015544506,8.6
1015544749,5.2
1015544782,5.4
1015544818,5.3
1015544926,6.4
1015545044,5.9
1015545383,5.3
1015545474,7
1015545534,5.4
1015545588,7.9
1015545589,7.6
1015545722,6.3
1015545856,6
1015546278,6.1
1015546305,8.3
1015546365,7.8
1015546460,5.2
1015546950,6.7
1015547199,7.6
1015547803,7.1
1015548058,6.2
1015548149,4.3
1015548215,5.5
1015548436,7.1
1015548513,8
1015548635,7.4
1015548691,7.5
1015548753,6.4
1015548831,7.1
1015548835,5.4
1015548849,6.7
1015548928,7.2
1015548962,6.4
1015549183,4.5
1015549448,7.4
1015549827,6.7
1015549915,6.6
1015550049,6.1
1015550127,7.2
1015550155,7.4
1015550165,5.9
1015550350,7.4
1015550473,4.7
1015550516,8.4
1015550612,5.7
1015550642,7.2
1015551137,6.9
1015551292,5.4
1015551474,5.7
1015552531,6.8
1015552598,5.6
1015552649,4.9
1015553083,3.7
1015553093,4.7
1015553240,7.3
1015553306,4.4
1015553327,6.2
1015553365,7.2
1015554016,6.5
1015554338,6.1
1015554540,6.6
1015555241,5.6
1015555968,7.6
1015556114,6.7
1015556382,3.6
1015556413,7.4
1015557048,7.1
1015557197,6.6
1015557377,6.8
1015557460,6.9
1015557595,5.9
1015557605,5.4
1015557666,7.2
1015557889,7.3
1015558148,5.8
1015558149,6.9
1015558182,4.1
1015558340,7.7
1015558500,6
1015558505,6.9
1015558522,5.9
1015558956,5.6
1015559780,5.8
1015560638,7
1015560789,8.3
1015560827,5.2
1015561016,7.3
1015561039,5.7
1015561086,6.6
1015561139,6.4
1015561522,6.6
1015561546,8.5
1015561773,6.2
1015562022,4.5
1015562331,7
1015562398,7.2
1015562449,7.3
1015562470,6.6
1015562686,4.9
1015562699,5.9
1015562743,7.4
1015563186,6.2
1015563293,7.2
1015563359,6.7
1015563579,7.7
1015564006,6.4
1015564149,6.7
1015564191,6.8
1015565639,6.4
1015565778,7.2
1015565859,6.2
1015566168,6.1
1015566227,6.2
1015566353,5.7
1015566715,6
1015567075,7.3
1015567828,5.1
1015567991,7.9
1015568348,6.7
1015568408,6.3
1015568414,4.9
1015568827,6.5
1015568964,6
1015569426,5
1015569538,5.6
1015569615,6.5
1015569673,6.2
1015569708,6.7
1015570002,6.8
1015570231,7.5
1015570299,7.4
1015570309,7
1015570316,7.3
1015570544,5.3
1015570702,7.9
1015570818,6.4
1015571041,6.7
1015571113,7.1
1015571396,6.1
1015571601,5.6
1015571717,6.5
1015571743,7
1015571744,7
1015571809,3.8
1015571817,7.7
1015571919,7.4
1015572055,5.5
1015572076,5.9
1015572164,6.6
1015572349,7.4
1015572502,7
1015572613,7.1
1015572704,3.9
1015572710,6.2
1015572719,6.8
1015572740,7.9
1015572750,4.9
1015573121,5.7
1015573409,6.7
1015573782,6.1
1015573819,5.6
1015573928,7.5
1015573990,5.8
1015574040,6.4
1015574546,5.1
1015575068,6.2
1015575253,4.7
1015575292,5.8
1015575393,4.9
1015575457,4.9
1015575467,6
1015575655,5.4
1015575826,6.2
1015576095,4.4
1015576105,7.7
1015576168,6.6
1015576314,5.2
1015576363,7.4
1015576572,7.3
1015576655,5
1015576725,6.6
1015576760,6.9
1015576953,8
1015577260,7.6
1015577285,9.3
1015577785,7.1
1015577855,5.2
1015578173,7
1015578562,5.7
1015578662,6.7
1015580040,6.9
1015580544,5
1015580607,7.6
1015580678,7.7
1015580784,4.5
1015581123,4
1015581416,5.5
1015581453,6
1015582347,8.1
1015582427,5.8
1015583333,6
1015584832,6.5
1015585148,7.1
1015585337,6
1015585415,5.8
1015585496,6.5
1015585563,5.1
1015585822,5.6
1015586242,4.7
1015586269,8.2
1015586273,5.3
1015586575,4.5
1015586959,5.2
1015587039,4.8
1015587058,5.6
1015587114,4.5
1015587186,5.3
1015587232,5
1015587550,4.6
1015587619,4.5
1015587771,4.9
1015587806,8.1
1015588313,6.4
1015588339,5.3
1015588460,5
1015588793,5.2
1015588803,6.9
1015589130,4.9
1015589168,6
1015589652,6.2
1015589732,3.4
1015590137,6.6
1015590260,7.3
1015590589,5.7
1015590590,5.1
1015590700,6.1
1015590815,7.6
1015590943,5.7
1015591177,5.3
1015591271,7.3
1015591312,6
1015591585,6
1015591764,6.3
1015591929,6.3
1015592015,6.6
1015592047,6
1015592205,4.7
1015592235,7.3
1015592467,5.5
1015592582,8.2
1015592859,3.9
1015592971,4.6
1015593637,4.5
1015594040,7
1015594046,6.8
1015594182,7.9
1015594247,6.7
1015594390,5.8
1015594898,7.4
1015594927,6.5
1015595006,6.1
1015595020,7.9
1015595148,7.6
1015595294,6.4
1015595557,6.2
1015595640,8.1
1015595649,6.3
1015595683,7.8
1015595852,7.3
1015596075,7
1015596232,5.9
1015596287,4.8
1015596467,7
1015596508,4.2
1015596679,7.3
1015596707,6.9
1015596848,6.7
1015596904,7
1015598046,4.8
1015598242,4.2
1015598860,4.7
1015598944,6.8
1015598971,5.6
1015599019,5.7
1015599490,7.5
1015600362,7.3
1015600395,5
1015600408,5.2
1015601037,6.6
1015601127,6
1015601358,6.1
1015601401,8.8
1015601643,6.9
1015601848,6.1
1015601961,7.6
1015602218,7.2
1015602221,6.5
1015602239,6
1015602293,6.2
1015602414,5.7
1015602480,6.3
1015602905,5.2
1015603244,5
1015603268,4.8
1015603372,6.9
1015603460,5.8
1015603494,7.1
1015603715,6.2
1015603812,4.5
1015603825,5.2
1015603985,5.6
1015604070,5.8
1015604151,5.3
1015604329,5.5
1015604600,6.2
1015604910,2.7
1015604940,4.7
1015605436,7.6
1015605706,5.7
1015605792,8.1
1015605984,5.3
1015606073,6.4
1015606087,4.7
1015606258,5.5
1015606899,8.7
1015606918,6.5
1015606973,7.1
1015607105,6.8
1015607295,5.7
1015607464,7.1
1015607513,5.4
1015607708,7.4
1015608158,6.6
1015608184,6.9
1015608554,6.1
1015608978,7.5
1015609174,8.1
1015609342,6.9
1015609687,8
1015609771,7.9
1015610118,7
1015610257,5.7
1015610276,6.8
1015610394,8.5
1015610417,5.4
1015610500,6.6
1015610781,6.8
1015610875,4.7
1015611040,7
1015611366,5
1015611478,5.8
1015611575,7.4
1015611721,6.1
1015611821,5.7
1015611876,4.1
1015612091,6.9
1015612115,6.5
1015612149,6.2
1015612810,5.5
1015612853,6.4
1015613295,7.1
1015613507,5.9
1015614080,6.4
1015614178,6.5
1015614212,5.3
1015614338,6.5
1015614512,5.1
1015614603,6.3
1015615051,5.9
1015615802,7.8
1015616146,6
1015616474,8
1015616763,4.4
1015616970,7.4
1015617005,5.5
1015617133,7.3
1015617362,4
1015617433,6.3
1015617538,6.6
1015617801,4.8
1015618369,7.1
1015618505,7.5
1015618673,8.7
1015619055,7.3
1015619130,6.8
1015619144,4.4
1015619605,5.6
1015619612,4.5
1015619675,7.6
1015619753,5.6
1015620016,4.1
1015620075,7.6
1015620562,8.7
1015620672,6.4
1015620758,6.7
1015621141,4.8
1015621155,6.8
1015621350,2.8
1015621357,3.1
1015621378,5.5
1015621398,6.3
1015621460,5.3
1015621550,7.2
1015621681,7.1
1015621748,4.2
1015621778,4.1
1015621787,5.5
1015621900,7.1
1015621968,8.6
1015622173,8.4
1015622382,8.4
1015622408,6.2
1015622674,5.6
1015622728,6.1
1015622960,5.3
1015623083,6.1
1015623319,7.6
1015623348,5.8
1015623418,7.7
1015623621,6.5
1015623658,7.6
1015624039,6
1015624205,4.4
1015624277,5.9
1015624326,7.3
1015624341,5.3
1015624410,6.4
1015624747,7
1015624919,5.4
1015624944,6.7
1015625046,6.4
1015625412,6.7
1015625465,5.6
1015625479,8.2
1015625536,5.2
1015625548,5.4
1015625611,6.9
1015625837,6
1015625872,6.6
1015626018,5.7
1015626103,6.4
1015626117,4.7
1015626178,7.1
1015626451,8.6
1015626625,4.9
1015626806,7
1015627022,5.4
1015627560,7.4
1015627767,5.1
1015627973,5.8
